page	index	kind	element	english	japanese
teacher-cover.html	75	text	p	Not every short requirement should become a permanent recruitment exercise. A clearly defined temporary assignment may be the altogether more sensible arrangement.	短期間の必要に対して、常勤採用を行う必要はありません。内容と期間が明確な短期手配の方が、合理的な場合があります。
teacher-cover.html	76	text	p	From Enquiry to Classroom	お問い合わせから教室まで
teacher-cover.html	77	text	h2	A clear sequence, without unnecessary ceremony.	形式にとらわれず、明確な手順で進めます。
teacher-cover.html	78	text	p	Temporary cover may be urgent. The decisions surrounding it should nevertheless remain orderly.	代講が急ぎで必要な場合でも、手配に関する判断は順序立てて行います。
teacher-cover.html	79	text	span	01	01
teacher-cover.html	80	text	h3	The enquiry	お問い合わせ
teacher-cover.html	81	text	p	The school provides the dates, location, timetable, learners and nature of the requirement.	学校から、日程、所在地、時間割、学習者、ご依頼の内容を共有していただきます。
teacher-cover.html	82	text	span	02	02
teacher-cover.html	83	text	h3	The discussion	確認のやり取り
teacher-cover.html	84	text	p	Any material uncertainties are clarified before assumptions begin to acquire the appearance of fact.	推測が事実として扱われる前に、手配に影響する不明点を確認します。
teacher-cover.html	85	text	span	03	03
teacher-cover.html	86	text	h3	The review	内容の検討
teacher-cover.html	87	text	p	Travel, lesson demands, duration, responsibility and practical feasibility are considered together.	移動条件、授業内容、期間、担当業務、実務上の実現可能性をまとめて検討します。
teacher-cover.html	88	text	span	04	04
teacher-cover.html	89	text	h3	The match	講師との適合性
teacher-cover.html	90	text	p	Availability is examined only alongside suitability for the school, the learners and the work.	空き状況だけでなく、学校、学習者、担当業務への適合性と合わせて判断します。
teacher-cover.html	91	text	span	05	05
teacher-cover.html	92	text	h3	The confirmation	手配の確定
teacher-cover.html	93	text	p	The arrangement is confirmed when its essential terms are understood and can be met properly.	主要な条件を双方が理解し、適切に履行できると確認できた時点で手配を確定します。
teacher-cover.html	94	text	span	06	06
teacher-cover.html	95	text	h3	The briefing	事前説明
teacher-cover.html	96	text	p	The teacher receives the practical and educational information required to arrive prepared.	講師には、準備を整えて到着するために必要な実務情報と授業情報を共有します。
teacher-cover.html	97	text	span	07	07
teacher-cover.html	98	text	h3	The assignment	担当当日・担当期間
teacher-cover.html	99	text	p	The teacher supports the established classroom rather than treating temporary responsibility as licence to reinvent it.	短期で担当する講師は、独自の方法で授業を作り替えるのではなく、学校が築いてきた授業運営を支えます。
teacher-cover.html	100	text	span	08	08
teacher-cover.html	101	text	h3	The follow-up	授業後の確認
teacher-cover.html	102	text	p	Where appropriate, relevant observations and continuing needs are communicated after the work.	必要に応じて、授業中に確認した事項や今後必要な対応を、担当後に共有します。
teacher-cover.html	103	text	a	Read the Full Process	詳しいご利用の流れを見る
teacher-cover.html	104	text	p	Understanding Japanese Learners	日本語を母語とする学習者への理解
teacher-cover.html	105	text	h2	Teaching English well in Japan requires more than fluency.	日本で英語を適切に教えるには、英語力だけでは足りません。
teacher-cover.html	106	text	p	Englishire's work is informed by a thorough understanding of Japanese students and the learning environments in which they study. That understanding has been shaped across a broad range of classrooms throughout Tokyo rather than acquired from theory alone.	Englishireの手配と授業支援は、日本の学習者と、その学習環境への具体的な理解に基づいています。その理解は、理論だけでなく、東京にある多様な教室での経験を通じて培われてきました。
teacher-cover.html	107	text	p	Some learners are wonderfully eager to speak. Others require time, reassurance and a proper sense that mistakes will be treated as part of learning rather than as a public spectacle.	積極的に話す学習者もいれば、発言するまでに時間と安心感を必要とする学習者もいます。間違いが人前で責められるものではなく、学習の一部として扱われると感じられることが大切です。
